danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track.name,primary_artist,listener
0.602,0.678,7,-8.656,1,0.0299,0.0404,7.5e-4,0.121,0.552,104.969,audio_features,07zVQBJfbOuaAhpT3stRFL,spotify:track:07zVQBJfbOuaAhpT3stRFL,https://api.spotify.com/v1/tracks/07zVQBJfbOuaAhpT3stRFL,https://api.spotify.com/v1/audio-analysis/07zVQBJfbOuaAhpT3stRFL,196433,4,Stay Soft,Mitski,Lewis
0.855,0.478,1,-8.698,1,0.107,0.0684,0,0.111,0.355,135.987,audio_features,4w7lBzX0EcDuy8tQLQvjC2,spotify:track:4w7lBzX0EcDuy8tQLQvjC2,https://api.spotify.com/v1/tracks/4w7lBzX0EcDuy8tQLQvjC2,https://api.spotify.com/v1/audio-analysis/4w7lBzX0EcDuy8tQLQvjC2,209118,4,Scatter Brain (feat. Ludacris & JID),Conway the Machine,Lewis
0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,audio_features,4zQuwW24dweWcaX0fEJkP2,spotify:track:4zQuwW24dweWcaX0fEJkP2,https://api.spotify.com/v1/tracks/4zQuwW24dweWcaX0fEJkP2,https://api.spotify.com/v1/audio-analysis/4zQuwW24dweWcaX0fEJkP2,256947,4,You Know I'm No Good,Amy Winehouse,Lewis
0.716,0.551,1,-6.987,1,0.47,0.167,0,0.197,0.305,82.393,audio_features,6Ab81Bs9fcOwaTYuBsUUpI,spotify:track:6Ab81Bs9fcOwaTYuBsUUpI,https://api.spotify.com/v1/tracks/6Ab81Bs9fcOwaTYuBsUUpI,https://api.spotify.com/v1/audio-analysis/6Ab81Bs9fcOwaTYuBsUUpI,234288,4,Eazy,The Game,Lewis
0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-5,0.0678,0.905,122,audio_features,1nH2PkJL1XoUq8oE6tBZoU,spotify:track:1nH2PkJL1XoUq8oE6tBZoU,https://api.spotify.com/v1/tracks/1nH2PkJL1XoUq8oE6tBZoU,https://api.spotify.com/v1/audio-analysis/1nH2PkJL1XoUq8oE6tBZoU,188918,4,Sacrifice,The Weeknd,Lewis
0.91,0.727,6,-6.619,1,0.17,0.0387,0,0.0874,0.475,104.995,audio_features,4Dn4S9ZvIaOKIcXSfIMJTn,spotify:track:4Dn4S9ZvIaOKIcXSfIMJTn,https://api.spotify.com/v1/tracks/4Dn4S9ZvIaOKIcXSfIMJTn,https://api.spotify.com/v1/audio-analysis/4Dn4S9ZvIaOKIcXSfIMJTn,193872,4,Duck Duck Goose,cupcakKe,Lewis
0.643,0.646,10,-2.442,0,0.0629,0.0393,0,0.109,0.35,80.174,audio_features,35KV2Nuib6jPMVN00O8iba,spotify:track:35KV2Nuib6jPMVN00O8iba,https://api.spotify.com/v1/tracks/35KV2Nuib6jPMVN00O8iba,https://api.spotify.com/v1/audio-analysis/35KV2Nuib6jPMVN00O8iba,123040,4,No Mistakes,Kanye West,Lewis
0.917,0.624,2,-5.761,1,0.0441,0.229,0,0.128,0.328,126.98,audio_features,4jA9iztK8seGSGo05lJ0Cu,spotify:track:4jA9iztK8seGSGo05lJ0Cu,https://api.spotify.com/v1/tracks/4jA9iztK8seGSGo05lJ0Cu,https://api.spotify.com/v1/audio-analysis/4jA9iztK8seGSGo05lJ0Cu,206733,4,Half On a Sack,Three 6 Mafia,Lewis
0.873,0.457,11,-11.558,1,0.0451,0.288,1.12e-6,0.093,0.74,137.543,audio_features,0Eq2AzJQNwxf5FsLYBjitC,spotify:track:0Eq2AzJQNwxf5FsLYBjitC,https://api.spotify.com/v1/tracks/0Eq2AzJQNwxf5FsLYBjitC,https://api.spotify.com/v1/audio-analysis/0Eq2AzJQNwxf5FsLYBjitC,190116,4,Carefree,Mick Jenkins,Lewis
0.888,0.763,9,-5.834,1,0.301,0.0337,0,0.17,0.67,129.94,audio_features,6SLsVEicNrL81TCoUh2yhy,spotify:track:6SLsVEicNrL81TCoUh2yhy,https://api.spotify.com/v1/tracks/6SLsVEicNrL81TCoUh2yhy,https://api.spotify.com/v1/audio-analysis/6SLsVEicNrL81TCoUh2yhy,112625,4,Titanic,Earl Sweatshirt,Lewis
0.535,0.791,0,-5.55,1,0.0327,9.6e-4,1.55e-4,0.0788,0.5,142.981,audio_features,2D4dV2KXDTszzJ3p3cFqhA,spotify:track:2D4dV2KXDTszzJ3p3cFqhA,https://api.spotify.com/v1/tracks/2D4dV2KXDTszzJ3p3cFqhA,https://api.spotify.com/v1/audio-analysis/2D4dV2KXDTszzJ3p3cFqhA,211814,4,Less Than Zero,The Weeknd,Lewis
0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-5,0.085,0.636,121.006,audio_features,2Ghp894n1laIf2w98VeAOJ,spotify:track:2Ghp894n1laIf2w98VeAOJ,https://api.spotify.com/v1/tracks/2Ghp894n1laIf2w98VeAOJ,https://api.spotify.com/v1/audio-analysis/2Ghp894n1laIf2w98VeAOJ,214215,4,How Do I Make You Love Me?,The Weeknd,Lewis
0.506,0.403,5,-12.975,0,0.125,0.346,0.0387,0.0789,0.073,119.783,audio_features,7CWPL6V0aDecBsnm93HHa7,spotify:track:7CWPL6V0aDecBsnm93HHa7,https://api.spotify.com/v1/tracks/7CWPL6V0aDecBsnm93HHa7,https://api.spotify.com/v1/audio-analysis/7CWPL6V0aDecBsnm93HHa7,285000,4,Electric Life,Azizi Gibson,Lewis
0.544,0.367,4,-9.122,0,0.0506,0.103,5.07e-4,0.0661,0.0788,146.989,audio_features,1Ur8HoiLOhX7TWqlSpdQqg,spotify:track:1Ur8HoiLOhX7TWqlSpdQqg,https://api.spotify.com/v1/tracks/1Ur8HoiLOhX7TWqlSpdQqg,https://api.spotify.com/v1/audio-analysis/1Ur8HoiLOhX7TWqlSpdQqg,241024,4,Hood Opera,Azizi Gibson,Lewis
0.878,0.575,9,-8.732,1,0.284,0.00293,0,0.273,0.399,144.918,audio_features,2ZGEjmwyeZ3rpEezkZwqOP,spotify:track:2ZGEjmwyeZ3rpEezkZwqOP,https://api.spotify.com/v1/tracks/2ZGEjmwyeZ3rpEezkZwqOP,https://api.spotify.com/v1/audio-analysis/2ZGEjmwyeZ3rpEezkZwqOP,185213,4,mop (feat. Young Thug),Gunna,Lewis
0.679,0.73,1,-7.483,1,0.0689,0.00421,0,0.0736,0.292,148.038,audio_features,3XLbDUB5BX2WqL2qoAsvtb,spotify:track:3XLbDUB5BX2WqL2qoAsvtb,https://api.spotify.com/v1/tracks/3XLbDUB5BX2WqL2qoAsvtb,https://api.spotify.com/v1/audio-analysis/3XLbDUB5BX2WqL2qoAsvtb,167840,4,thought i was playing,Gunna,Lewis
0.376,0.493,2,-14.03,1,0.0372,6.89e-4,0.901,0.153,0.119,102.845,audio_features,5rmIMPXAlfidbd9f2AfwlQ,spotify:track:5rmIMPXAlfidbd9f2AfwlQ,https://api.spotify.com/v1/tracks/5rmIMPXAlfidbd9f2AfwlQ,https://api.spotify.com/v1/audio-analysis/5rmIMPXAlfidbd9f2AfwlQ,75960,4,Interlude - The Trio,Lana Del Rey,Lewis
0.45,0.148,1,-11.802,1,0.0569,0.976,4.09e-4,0.107,0.0758,79.727,audio_features,1Hezl8gsPpfK3N2by41Wxb,spotify:track:1Hezl8gsPpfK3N2by41Wxb,https://api.spotify.com/v1/tracks/1Hezl8gsPpfK3N2by41Wxb,https://api.spotify.com/v1/audio-analysis/1Hezl8gsPpfK3N2by41Wxb,201780,5,Sweet Carolina,Lana Del Rey,Lewis
0.625,0.492,9,-9.477,0,0.139,0.181,0.00627,0.1,0.246,86.809,audio_features,0zMxSXemmHymybYQGdaGA6,spotify:track:0zMxSXemmHymybYQGdaGA6,https://api.spotify.com/v1/tracks/0zMxSXemmHymybYQGdaGA6,https://api.spotify.com/v1/audio-analysis/0zMxSXemmHymybYQGdaGA6,198621,4,Fly High,Nuage,Lewis
0.488,0.623,0,-4.873,1,0.0317,7.13e-4,0,0.131,0.171,129.874,audio_features,1RcGoniZzjY3oOatGifYK1,spotify:track:1RcGoniZzjY3oOatGifYK1,https://api.spotify.com/v1/tracks/1RcGoniZzjY3oOatGifYK1,https://api.spotify.com/v1/audio-analysis/1RcGoniZzjY3oOatGifYK1,196173,4,Valentine,Snail Mail,Lewis
0.605,0.299,6,-11.192,0,0.0264,0.751,0.474,0.0943,0.181,109.008,audio_features,21JL0gpeAYgbSUmzhgSPJz,spotify:track:21JL0gpeAYgbSUmzhgSPJz,https://api.spotify.com/v1/tracks/21JL0gpeAYgbSUmzhgSPJz,https://api.spotify.com/v1/audio-analysis/21JL0gpeAYgbSUmzhgSPJz,212467,4,Souvenir,boygenius,Lewis
0.791,0.534,2,-6.502,1,0.0307,7.13e-4,0.393,0.257,0.484,109.015,audio_features,7GhnLU0aAefqMgDWGGkBIk,spotify:track:7GhnLU0aAefqMgDWGGkBIk,https://api.spotify.com/v1/tracks/7GhnLU0aAefqMgDWGGkBIk,https://api.spotify.com/v1/audio-analysis/7GhnLU0aAefqMgDWGGkBIk,206972,4,Wild Youngster (feat. ScHoolboy Q),NEZ,Lewis
0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,audio_features,7H0ya83CMmgFcOhw0UB6ow,spotify:track:7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow,320467,4,Space Song,Beach House,Lewis
0.689,0.516,8,-5.857,1,0.0444,0.513,0,0.168,0.209,124.876,audio_features,4de1X6v99U7tfOXrNUCTbi,spotify:track:4de1X6v99U7tfOXrNUCTbi,https://api.spotify.com/v1/tracks/4de1X6v99U7tfOXrNUCTbi,https://api.spotify.com/v1/audio-analysis/4de1X6v99U7tfOXrNUCTbi,190907,4,Candy,Doja Cat,Lewis
0.975,0.482,9,-7.94,1,0.246,0.00716,0,0.0596,0.737,125.953,audio_features,1LJYn86ysceH708AIkw0VZ,spotify:track:1LJYn86ysceH708AIkw0VZ,https://api.spotify.com/v1/tracks/1LJYn86ysceH708AIkw0VZ,https://api.spotify.com/v1/audio-analysis/1LJYn86ysceH708AIkw0VZ,146598,4,CAN'T TOUCH THIS,BIA,Lewis
0.897,0.371,1,-5.019,1,0.368,0.0904,0,0.325,0.441,81.008,audio_features,5yorXJWdBan1Vlh116ZtQ7,spotify:track:5yorXJWdBan1Vlh116ZtQ7,https://api.spotify.com/v1/tracks/5yorXJWdBan1Vlh116ZtQ7,https://api.spotify.com/v1/audio-analysis/5yorXJWdBan1Vlh116ZtQ7,156005,4,WHOLE LOTTA MONEY,BIA,Lewis
0.797,0.618,8,-6.907,1,0.0797,0.297,9.67e-5,0.0804,0.698,168.077,audio_features,313ULfMJcuxcwO2bmkCKBT,spotify:track:313ULfMJcuxcwO2bmkCKBT,https://api.spotify.com/v1/tracks/313ULfMJcuxcwO2bmkCKBT,https://api.spotify.com/v1/audio-analysis/313ULfMJcuxcwO2bmkCKBT,160000,4,In My Stussy's (feat. Vince Staples),Lil Yachty,Lewis
0.75,0.704,9,-6.502,1,0.251,0.136,0,0.648,0.675,80.015,audio_features,4r0p0IhfK7TEHFP6v89Vwt,spotify:track:4r0p0IhfK7TEHFP6v89Vwt,https://api.spotify.com/v1/tracks/4r0p0IhfK7TEHFP6v89Vwt,https://api.spotify.com/v1/audio-analysis/4r0p0IhfK7TEHFP6v89Vwt,229500,4,Let's Kick His Ass!,Father,Lewis
0.769,0.384,5,-7.414,0,0.0353,0.239,2.27e-4,0.0762,0.23,106.002,audio_features,1CrPPsibP3uTc3DSI5vQC5,spotify:track:1CrPPsibP3uTc3DSI5vQC5,https://api.spotify.com/v1/tracks/1CrPPsibP3uTc3DSI5vQC5,https://api.spotify.com/v1/audio-analysis/1CrPPsibP3uTc3DSI5vQC5,230965,4,fue mejor (feat. SZA),Kali Uchis,Lewis
0.55,0.62,10,-3.774,0,0.118,0.0409,0,0.175,0.582,112.743,audio_features,3xSEiVqKlhhoblSxbfCtUR,spotify:track:3xSEiVqKlhhoblSxbfCtUR,https://api.spotify.com/v1/tracks/3xSEiVqKlhhoblSxbfCtUR,https://api.spotify.com/v1/audio-analysis/3xSEiVqKlhhoblSxbfCtUR,251800,4,Tabula Rasa (feat. Armand Hammer),Earl Sweatshirt,Lewis
0.728,0.863,2,-4.67,0,0.0675,0.0139,2.59e-4,0.167,0.489,111.972,audio_features,71yN0yrHej3jhKXewbmtEh,spotify:track:71yN0yrHej3jhKXewbmtEh,https://api.spotify.com/v1/tracks/71yN0yrHej3jhKXewbmtEh,https://api.spotify.com/v1/audio-analysis/71yN0yrHej3jhKXewbmtEh,168559,4,Coconuts,Kim Petras,Lewis
0.589,0.57,1,-9.54,1,0.361,0.0456,1.51e-6,0.137,0.441,136.203,audio_features,74ZovzRxHBvCq5yIwe8boh,spotify:track:74ZovzRxHBvCq5yIwe8boh,https://api.spotify.com/v1/tracks/74ZovzRxHBvCq5yIwe8boh,https://api.spotify.com/v1/audio-analysis/74ZovzRxHBvCq5yIwe8boh,151027,4,OKRA,"Tyler, The Creator",Lewis
0.606,0.568,5,-8.779,0,0.0281,0.00168,0.00881,0.11,0.897,137.948,audio_features,326pgL0eAAlmlIKYdw6unb,spotify:track:326pgL0eAAlmlIKYdw6unb,https://api.spotify.com/v1/tracks/326pgL0eAAlmlIKYdw6unb,https://api.spotify.com/v1/audio-analysis/326pgL0eAAlmlIKYdw6unb,316598,4,"skyline, be mine",Shura,Lewis
0.651,0.546,1,-9.021,1,0.0357,0.774,0.0437,0.0842,0.623,107.021,audio_features,5xo8RrjJ9CVNrtRg2S3B1R,spotify:track:5xo8RrjJ9CVNrtRg2S3B1R,https://api.spotify.com/v1/tracks/5xo8RrjJ9CVNrtRg2S3B1R,https://api.spotify.com/v1/audio-analysis/5xo8RrjJ9CVNrtRg2S3B1R,229760,4,Motion Sickness,Phoebe Bridgers,Lewis
0.343,0.174,2,-14.471,1,0.0359,0.807,0.47,0.113,0.195,96.888,audio_features,1qKDjasAnswlbgBsOd8DJp,spotify:track:1qKDjasAnswlbgBsOd8DJp,https://api.spotify.com/v1/tracks/1qKDjasAnswlbgBsOd8DJp,https://api.spotify.com/v1/audio-analysis/1qKDjasAnswlbgBsOd8DJp,142046,4,Sprained Ankle,Julien Baker,Lewis
0.731,0.253,1,-13.961,0,0.334,0.738,0.00124,0.0852,0.381,95.045,audio_features,7dvtOkOoFDfQ7XhreWQPVz,spotify:track:7dvtOkOoFDfQ7XhreWQPVz,https://api.spotify.com/v1/tracks/7dvtOkOoFDfQ7XhreWQPVz,https://api.spotify.com/v1/audio-analysis/7dvtOkOoFDfQ7XhreWQPVz,187421,4,Solow,Nuage,Lewis
0.697,0.663,1,-5.594,1,0.108,0.093,0,0.0917,0.314,120.08,audio_features,0qdSK9Nr5OAvWzPA5OHxw7,spotify:track:0qdSK9Nr5OAvWzPA5OHxw7,https://api.spotify.com/v1/tracks/0qdSK9Nr5OAvWzPA5OHxw7,https://api.spotify.com/v1/audio-analysis/0qdSK9Nr5OAvWzPA5OHxw7,239955,4,Insomniak (feat. Rick Ross),Mac Miller,Lewis
0.667,0.582,11,-5.791,0,0.267,0.00466,0,0.124,0.141,121.972,audio_features,0UTyLmkQgPOEIz95OVAJTR,spotify:track:0UTyLmkQgPOEIz95OVAJTR,https://api.spotify.com/v1/tracks/0UTyLmkQgPOEIz95OVAJTR,https://api.spotify.com/v1/audio-analysis/0UTyLmkQgPOEIz95OVAJTR,316733,4,range brothers (with Kendrick Lamar),Baby Keem,Lewis
0.831,0.764,7,-6.327,0,0.386,0.314,1.72e-6,0.227,0.543,105.487,audio_features,5kUgMxXcpAdsnKumXs4J5Z,spotify:track:5kUgMxXcpAdsnKumXs4J5Z,https://api.spotify.com/v1/tracks/5kUgMxXcpAdsnKumXs4J5Z,https://api.spotify.com/v1/audio-analysis/5kUgMxXcpAdsnKumXs4J5Z,148027,4,2010,Earl Sweatshirt,Lewis
0.606,0.377,0,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96,audio_features,01K4zKU104LyJ8gMb7227B,spotify:track:01K4zKU104LyJ8gMb7227B,https://api.spotify.com/v1/tracks/01K4zKU104LyJ8gMb7227B,https://api.spotify.com/v1/audio-analysis/01K4zKU104LyJ8gMb7227B,258813,4,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,Lewis
0.502,0.714,2,-6.668,1,0.257,0.138,0,0.97,0.305,79.136,audio_features,2yBb1CRq98SSWRuDSn36SZ,spotify:track:2yBb1CRq98SSWRuDSn36SZ,https://api.spotify.com/v1/tracks/2yBb1CRq98SSWRuDSn36SZ,https://api.spotify.com/v1/audio-analysis/2yBb1CRq98SSWRuDSn36SZ,391656,4,Life Of The Party (with André 3000),Kanye West,Lewis
0.374,0.661,2,-5.713,1,0.0406,0.0336,8.9e-5,0.0938,0.946,163.926,audio_features,7sMn5JJ7rzgl9MmgucEXsZ,spotify:track:7sMn5JJ7rzgl9MmgucEXsZ,https://api.spotify.com/v1/tracks/7sMn5JJ7rzgl9MmgucEXsZ,https://api.spotify.com/v1/audio-analysis/7sMn5JJ7rzgl9MmgucEXsZ,231080,4,Need Your Love,Tennis,Lewis
0.735,0.458,3,-7.811,1,0.0326,0.402,1.16e-4,0.113,0.307,108.005,audio_features,07qAR21Hd9uSxvq1g4fG8x,spotify:track:07qAR21Hd9uSxvq1g4fG8x,https://api.spotify.com/v1/tracks/07qAR21Hd9uSxvq1g4fG8x,https://api.spotify.com/v1/audio-analysis/07qAR21Hd9uSxvq1g4fG8x,252245,4,After All,Charlotte Day Wilson,Lewis
0.446,0.263,11,-11.541,1,0.0403,0.199,3.05e-4,0.109,0.168,123.696,audio_features,4AA4xt0NvJCUaJYh9SoZ1y,spotify:track:4AA4xt0NvJCUaJYh9SoZ1y,https://api.spotify.com/v1/tracks/4AA4xt0NvJCUaJYh9SoZ1y,https://api.spotify.com/v1/audio-analysis/4AA4xt0NvJCUaJYh9SoZ1y,183895,4,Paul,Big Thief,Lewis
0.527,0.827,7,-6.083,1,0.0392,0.0817,0.00344,0.126,0.704,157.3,audio_features,2FLW1FnWZxGUuiDgsLDGOG,spotify:track:2FLW1FnWZxGUuiDgsLDGOG,https://api.spotify.com/v1/tracks/2FLW1FnWZxGUuiDgsLDGOG,https://api.spotify.com/v1/audio-analysis/2FLW1FnWZxGUuiDgsLDGOG,216960,4,Runner,Tennis,Lewis
0.654,0.831,10,-5.717,0,0.393,0.0883,0,0.214,0.605,109.834,audio_features,1zDP39VH6WDVmbydzinxQr,spotify:track:1zDP39VH6WDVmbydzinxQr,https://api.spotify.com/v1/tracks/1zDP39VH6WDVmbydzinxQr,https://api.spotify.com/v1/audio-analysis/1zDP39VH6WDVmbydzinxQr,200733,4,GTFU (Feat. JPEGMAFIA & Cakes da Killa),Injury Reserve,Lewis
0.657,0.604,0,-6.045,1,0.0374,0.0213,0,0.156,0.122,73.933,audio_features,7zLMYtNJcabv4h4wBnjNQI,spotify:track:7zLMYtNJcabv4h4wBnjNQI,https://api.spotify.com/v1/tracks/7zLMYtNJcabv4h4wBnjNQI,https://api.spotify.com/v1/audio-analysis/7zLMYtNJcabv4h4wBnjNQI,312257,4,M3tamorphosis (feat. Kid Cudi),Playboi Carti,Lewis
0.679,0.0742,4,-22.23,0,0.0663,0.737,9.6e-5,0.0897,0.319,144.005,audio_features,6OmdWLjlx4BIDGEO8BZlqH,spotify:track:6OmdWLjlx4BIDGEO8BZlqH,https://api.spotify.com/v1/tracks/6OmdWLjlx4BIDGEO8BZlqH,https://api.spotify.com/v1/audio-analysis/6OmdWLjlx4BIDGEO8BZlqH,178640,3,Army Dreamers,Kate Bush,Lewis
0.859,0.525,1,-8.051,0,0.0592,0.434,2.34e-5,0.108,0.312,110.066,audio_features,15HMh4yxdf4wyxSZSlOgGZ,spotify:track:15HMh4yxdf4wyxSZSlOgGZ,https://api.spotify.com/v1/tracks/15HMh4yxdf4wyxSZSlOgGZ,https://api.spotify.com/v1/audio-analysis/15HMh4yxdf4wyxSZSlOgGZ,204764,4,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,Lewis
0.592,0.585,6,-4.534,1,0.181,0.597,0,0.1,0.448,130.037,audio_features,4RdFyqzZSevigdQxH0iLOa,spotify:track:4RdFyqzZSevigdQxH0iLOa,https://api.spotify.com/v1/tracks/4RdFyqzZSevigdQxH0iLOa,https://api.spotify.com/v1/audio-analysis/4RdFyqzZSevigdQxH0iLOa,183984,4,Marge Simpson,cupcakKe,Lewis
0.682,0.52,5,-9.623,0,0.0589,0.697,5.44e-6,0.265,0.468,112.965,audio_features,3b89BehicGUgc60pLBo092,spotify:track:3b89BehicGUgc60pLBo092,https://api.spotify.com/v1/tracks/3b89BehicGUgc60pLBo092,https://api.spotify.com/v1/audio-analysis/3b89BehicGUgc60pLBo092,196920,4,Flou,Angèle,Lewis
0.757,0.672,0,-8.776,0,0.0599,0.0575,3.49e-4,0.127,0.185,111.652,audio_features,2TL8q8EO60b9lWeozfqYnG,spotify:track:2TL8q8EO60b9lWeozfqYnG,https://api.spotify.com/v1/tracks/2TL8q8EO60b9lWeozfqYnG,https://api.spotify.com/v1/audio-analysis/2TL8q8EO60b9lWeozfqYnG,256107,4,Flemme,Angèle,Lewis
0.649,0.574,2,-7.856,1,0.143,0.635,1.28e-5,0.161,0.361,199.906,audio_features,7rBP4bLjMLNkix1nGHjheP,spotify:track:7rBP4bLjMLNkix1nGHjheP,https://api.spotify.com/v1/tracks/7rBP4bLjMLNkix1nGHjheP,https://api.spotify.com/v1/audio-analysis/7rBP4bLjMLNkix1nGHjheP,196800,4,Oui ou non,Angèle,Lewis
0.64,0.652,5,-5.07,1,0.0383,0.212,0,0.0814,0.273,100.065,audio_features,4t9PBD27dndlf6YMBK2ROc,spotify:track:4t9PBD27dndlf6YMBK2ROc,https://api.spotify.com/v1/tracks/4t9PBD27dndlf6YMBK2ROc,https://api.spotify.com/v1/audio-analysis/4t9PBD27dndlf6YMBK2ROc,326907,4,Track 10,Charli XCX,Lewis
0.836,0.684,11,-5.818,1,0.241,0.122,0,0.0854,0.514,151.007,audio_features,5hyq3LBlCfjRQAFkdQwe8o,spotify:track:5hyq3LBlCfjRQAFkdQwe8o,https://api.spotify.com/v1/tracks/5hyq3LBlCfjRQAFkdQwe8o,https://api.spotify.com/v1/audio-analysis/5hyq3LBlCfjRQAFkdQwe8o,193271,4,Vroom Vroom,Charli XCX,Lewis
0.894,0.399,1,-8.987,1,0.0801,0.00504,0.0289,0.137,0.429,95.003,audio_features,5Ku9hI8wRKFYT80Mmvx7FT,spotify:track:5Ku9hI8wRKFYT80Mmvx7FT,https://api.spotify.com/v1/tracks/5Ku9hI8wRKFYT80Mmvx7FT,https://api.spotify.com/v1/audio-analysis/5Ku9hI8wRKFYT80Mmvx7FT,198772,4,XXXTC (feat. Charli XCX & Maliibu Miitch),Brooke Candy,Lewis
0.594,0.917,10,-2.382,1,0.3,0.0372,0,0.495,0.675,154.703,audio_features,4B462KwzHiJLHJeXYL5Y4V,spotify:track:4B462KwzHiJLHJeXYL5Y4V,https://api.spotify.com/v1/tracks/4B462KwzHiJLHJeXYL5Y4V,https://api.spotify.com/v1/audio-analysis/4B462KwzHiJLHJeXYL5Y4V,153932,4,BALD!,JPEGMAFIA,Lewis
0.769,0.754,6,-4.5,1,0.085,0.172,5.71e-4,0.388,0.728,93.581,audio_features,1iRC0WHs9uhAi0EYeJJB3L,spotify:track:1iRC0WHs9uhAi0EYeJJB3L,https://api.spotify.com/v1/tracks/1iRC0WHs9uhAi0EYeJJB3L,https://api.spotify.com/v1/audio-analysis/1iRC0WHs9uhAi0EYeJJB3L,134603,4,TRUST!,JPEGMAFIA,Lewis
0.373,0.967,1,-1.36,1,0.202,0.253,7.27e-5,0.499,0.666,139.03,audio_features,2dvgoGTEjoPWou8KdL9h1g,spotify:track:2dvgoGTEjoPWou8KdL9h1g,https://api.spotify.com/v1/tracks/2dvgoGTEjoPWou8KdL9h1g,https://api.spotify.com/v1/audio-analysis/2dvgoGTEjoPWou8KdL9h1g,112452,4,WHAT KIND OF RAPPIN' IS THIS?,JPEGMAFIA,Lewis
0.552,0.202,6,-10.685,1,0.043,0.96,0.00154,0.225,0.237,78.021,audio_features,5uPpzqixdzAMXprr4P5aT5,spotify:track:5uPpzqixdzAMXprr4P5aT5,https://api.spotify.com/v1/tracks/5uPpzqixdzAMXprr4P5aT5,https://api.spotify.com/v1/audio-analysis/5uPpzqixdzAMXprr4P5aT5,215760,4,Beautiful,Lana Del Rey,Lewis
0.418,0.377,11,-11.612,1,0.0738,0.852,4.61e-5,0.374,0.283,113.936,audio_features,2LQGoKFKkZ9yk3UeYFj2xo,spotify:track:2LQGoKFKkZ9yk3UeYFj2xo,https://api.spotify.com/v1/tracks/2LQGoKFKkZ9yk3UeYFj2xo,https://api.spotify.com/v1/audio-analysis/2LQGoKFKkZ9yk3UeYFj2xo,318040,4,Black Bathing Suit,Lana Del Rey,Lewis
0.364,0.513,9,-6.108,0,0.0311,0.179,0,0.345,0.341,134.075,audio_features,3SJI20YW5l5Ri1etVIx1Vo,spotify:track:3SJI20YW5l5Ri1etVIx1Vo,https://api.spotify.com/v1/tracks/3SJI20YW5l5Ri1etVIx1Vo,https://api.spotify.com/v1/audio-analysis/3SJI20YW5l5Ri1etVIx1Vo,198013,3,Holy Smoke,Palace,Lewis
0.496,0.644,2,-5.385,1,0.0269,0.264,0,0.0695,0.435,96.017,audio_features,2H30WL3exSctlDC9GyRbD4,spotify:track:2H30WL3exSctlDC9GyRbD4,https://api.spotify.com/v1/tracks/2H30WL3exSctlDC9GyRbD4,https://api.spotify.com/v1/audio-analysis/2H30WL3exSctlDC9GyRbD4,249840,3,Live Well,Palace,Lewis
0.78,0.746,8,-4.744,1,0.305,0.314,0,0.149,0.829,80.601,audio_features,1Bxi6xxp8EYejeOoQlOMO6,spotify:track:1Bxi6xxp8EYejeOoQlOMO6,https://api.spotify.com/v1/tracks/1Bxi6xxp8EYejeOoQlOMO6,https://api.spotify.com/v1/audio-analysis/1Bxi6xxp8EYejeOoQlOMO6,142067,4,Ryte Night,Never Broke Again,Lewis
0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-6,0.349,0.467,113.011,audio_features,59CrwNtNqzOmODXRxwaknc,spotify:track:59CrwNtNqzOmODXRxwaknc,https://api.spotify.com/v1/tracks/59CrwNtNqzOmODXRxwaknc,https://api.spotify.com/v1/audio-analysis/59CrwNtNqzOmODXRxwaknc,221820,4,Break My Heart,Dua Lipa,Lewis
0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,audio_features,09qe5rCgbcwYOWSQgzzLhm,spotify:track:09qe5rCgbcwYOWSQgzzLhm,https://api.spotify.com/v1/tracks/09qe5rCgbcwYOWSQgzzLhm,https://api.spotify.com/v1/audio-analysis/09qe5rCgbcwYOWSQgzzLhm,242096,4,Leave The Door Open,Bruno Mars,Lewis
0.609,0.809,11,-4.972,0,0.0344,0.00386,0.00296,0.349,0.763,118.04,audio_features,77fRc8iT858bzRdcR4k8T8,spotify:track:77fRc8iT858bzRdcR4k8T8,https://api.spotify.com/v1/tracks/77fRc8iT858bzRdcR4k8T8,https://api.spotify.com/v1/audio-analysis/77fRc8iT858bzRdcR4k8T8,140760,4,Glory,Snail Mail,Lewis
